field_id,field_name,field_boundary
54,BLACKHORSE,"(-0.399020961932122, 51.8037861381239, -0.399672620939548, 51.804679455738, -0.39967289815855, 51.8046798191883, -0.399671909123893, 51.8046872690501, -0.399672199401366, 51.804695455676, -0.399671578454978, 51.8047047988563, -0.399671508764026, 51.8047149588133, -0.399667846525736, 51.8047241706903, -0.399664735541753, 51.8047341993439, -0.399660886950497, 51.8047445776386, -0.39965731557675, 51.8047553193834, -0.399651408686293, 51.8047664789453, -0.399646393922652, 51.8047770212098, -0.399644619533662, 51.8047861688554, -0.399643374121001, 51.8047967624113, -0.399645088683898, 51.8048056877742, -0.399649693204166, 51.8048149222207, -0.399658823786816, 51.8048233190598, -0.399671632860839, 51.8048302373207, -0.399688603092281, 51.8048343347773, -0.39969881216589, 51.8048409478981, -0.399717257618041, 51.8048443460677, -0.399735570827869, 51.804847382757, -0.399753323233841, 51.8048498722957, -0.399771765511429, 51.8048533603331, -0.399789086178143, 51.8048557540724, -0.399807319837432, 51.8048610376559, -0.399822209519179, 51.804866545497, -0.399854455247659, 51.8048816411082, -0.400933103655931, 51.8062194772539, -0.400933100475606, 51.8062195671301, -0.400933739506058, 51.8062220036446, -0.400934777177607, 51.8062295709897, -0.400933498351435, 51.8062370169193, -0.400929101798735, 51.806246488607, -0.400922098785268, 51.8062558349365, -0.400913230111267, 51.8062646163822, -0.400903214315264, 51.8062730225523, -0.400892032314394, 51.806281592704, -0.400879671386117, 51.8062906863418, -0.40087014458614, 51.8062975705267, -0.400857428220866, 51.8063044113424, -0.400842764823343, 51.8063088877761, -0.40082711836747, 51.8063124516462, -0.400809693980479, 51.8063170703729, -0.400790555273029, 51.8063209464305, -0.400771561542525, 51.8063248244563, -0.400753409063637, 51.8063295231937, -0.400735691521611, 51.8063342278426, -0.400716533716161, 51.8063386431454, -0.400698986593484, 51.8063426307503, -0.400679680619923, 51.8063471339518, -0.400661843530313, 51.8063511176081, -0.400644806339031, 51.8063570903679, -0.400626328883337, 51.8063627737808, -0.400607857785022, 51.8063682774383, -0.400589415311494, 51.8063729722068, -0.40056981617267, 51.806377561323, -0.400550494266179, 51.8063825138841, -0.400531310973575, 51.8063876481661, -0.400511554117565, 51.8063925948056, -0.400492679864465, 51.8063971937674, -0.400473969675527, 51.8064012554406, -0.400454805454287, 51.8064058504527, -0.400435502611463, 51.8064102637373, -0.400414440911486, 51.8064151926139, -0.400400076940221, 51.8064194033067, -0.400381121313381, 51.8064222027542, -0.400363000570708, 51.8064260026685, -0.400343842691074, 51.8064304179098, -0.400326131431088, 51.8064349427438, -0.400309000089615, 51.806439475463, -0.400292413668938, 51.8064450047059, -0.400276164930183, 51.8064491897474, -0.400256906595705, 51.8064523447355, -0.400238054564639, 51.8064563145225, -0.400220217394263, 51.806460298111, -0.400177459883708, 51.8064716757893, -0.395802503366958, 51.8073200002083, -0.395796189331011, 51.8073221620732, -0.395786118498687, 51.8073239130168, -0.395772126742543, 51.8073257903167, -0.395756247015151, 51.8073277317819, -0.39574019677718, 51.8073303902753, -0.395723740305537, 51.8073322339496, -0.395705386289615, 51.8073344114157, -0.395686761451193, 51.8073360456677, -0.395668987364291, 51.8073382310389, -0.395650227112918, 51.8073395936793, -0.395631051057272, 51.8073404111275, -0.395612641399744, 51.8073400700736, -0.395596576999973, 51.8073390416539, -0.395579504101834, 51.8073378196352, -0.395560745657463, 51.807335045988, -0.395542109860278, 51.8073329034476, -0.395523338655532, 51.8073304892984, -0.395503977947062, 51.8073283368625, -0.395484856145943, 51.8073276263951, -0.395466169294511, 51.8073269218585, -0.39544757636497, 51.8073276573126, -0.3954272436388, 51.8073283690276, -0.395407465312579, 51.8073298076591, -0.395387683793692, 51.8073313361633, -0.395368424758286, 51.8073344903441, -0.395349855528304, 51.807338643048, -0.39533071593756, 51.8073425182085, -0.395310996411365, 51.8073463854533, -0.395291541314616, 51.8073509756588, -0.395272575422314, 51.8073540439042, -0.395253461352663, 51.8073572000442, -0.395233625556714, 51.8073602564138, -0.395214495522707, 51.8073638619273, -0.395195623533287, 51.807368370154, -0.395176890139484, 51.8073730601079, -0.395158355987988, 51.8073762241456, -0.395139954049196, 51.8073797496627, -0.395122560605698, 51.8073834687775, -0.395103859118778, 51.80738725996, -0.395084848509879, 51.8073915864383, -0.395066862356162, 51.8073956571349, -0.395048592617163, 51.8073995441198, -0.395029742942194, 51.8074034231879, -0.395011173653801, 51.8074075758378, -0.394993039311783, 51.8074117344204, -0.394973628847989, 51.8074150663093, -0.394953912453112, 51.8074188436176, -0.394933867779746, 51.8074236954768, -0.394916455148399, 51.8074279538166, -0.394897463659814, 51.8074317410086, -0.394879474281286, 51.8074359015522, -0.394860211974974, 51.807439145525, -0.394840498753067, 51.8074428329381, -0.394812935393776, 51.8074510890225, -0.394790574150161, 51.8074558193206, -0.394767574188664, 51.8074581130695, -0.394749629486747, 51.8074610153297, -0.394745889962389, 51.8074642013924, -0.394726485844268, 51.8074673534883, -0.394706823685177, 51.8074696028636, -0.394686603940766, 51.8074712151882, -0.394668237050143, 51.8074737519953, -0.394648713483072, 51.8074761830917, -0.394629228230022, 51.8074775356735, -0.394608728091852, 51.8074788743989, -0.394588685254448, 51.8074795899262, -0.394568961121475, 51.8074795005248, -0.394548363894909, 51.8074794891214, -0.394528352988558, 51.807479305879, -0.394506769617501, 51.8074784717309, -0.394486207517841, 51.8074774716813, -0.394465446149145, 51.8074779975398, -0.394444877664034, 51.8074771772348, -0.39442474412998, 51.807476362864, -0.394405496464417, 51.8074751109858, -0.394385691220807, 51.8074732220557, -0.394365135513741, 51.807472042233, -0.394346638317346, 51.8074700812344, -0.394327680623662, 51.8074688333022, -0.394308281593685, 51.8074677591806, -0.394288608566363, 51.8074662317173, -0.394270076245041, 51.8074652593419, -0.394251411716238, 51.8074639254804, -0.39420330918057, 51.8074623695267, -0.394199996920511, 51.807461694866, -0.394188450613584, 51.807464144884, -0.394169264902116, 51.8074652317208, -0.39415013154843, 51.8074689269359, -0.39413097902771, 51.8074731614034, -0.394112493927842, 51.8074790235325, -0.394094434191264, 51.8074851612255, -0.394077115337513, 51.8074908594344, -0.394058636611835, 51.8074965418031, -0.394040567278537, 51.8075029491154, -0.394021663175604, 51.8075083559113, -0.394002636444483, 51.8075131315928, -0.39398449558193, 51.8075174697705, -0.393964559371408, 51.807519265682, -0.393945572919718, 51.8075188265713, -0.393925272033647, 51.8075186392665, -0.393906159765917, 51.8075176589141, -0.393886360915409, 51.8075155901481, -0.393865711333005, 51.8075129702436, -0.393845064947641, 51.8075102604595, -0.393825717026832, 51.8075077482437, -0.393806101503836, 51.8075046029333, -0.393785635251071, 51.8075009064839, -0.393764295906416, 51.8074972880265, -0.393747009711445, 51.8074939047597, -0.393728260905855, 51.8074908611929, -0.39370767204643, 51.8074865336186, -0.393688359287531, 51.8074830327454, -0.393670231957924, 51.8074788287033, -0.393651792300407, 51.8074752498293, -0.393633403765612, 51.807470232938, -0.393615727371467, 51.8074655854488, -0.393597832511472, 51.8074630031224, -0.39357898986739, 51.8074585195372, -0.393558993751144, 51.8074538403547, -0.393544742651861, 51.807450768273, -0.393526519493171, 51.8074492604858, -0.393508502028376, 51.8074460470343, -0.393489453707207, 51.8074432690965, -0.393471449028764, 51.8074396961357, -0.393452999817569, 51.8074363868585, -0.393435587859158, 51.8074324623105, -0.393415707994252, 51.8074285939673, -0.393398135081786, 51.8074251168128, -0.393378696563894, 51.8074210746532, -0.393360395546056, 51.8074176774662, -0.393341530576278, 51.8074138229746, -0.393322391621518, 51.8074095151393, -0.393305102298884, 51.8074062216839, -0.393289137000635, 51.8074024067967, -0.393272160019262, 51.8073984881666, -0.393253456027021, 51.8073941862622, -0.39323487145531, 51.8073906053427, -0.393216447848659, 51.8073865770216, -0.393197611667165, 51.8073819136241, -0.393178324561211, 51.8073776936606, -0.393160761275248, 51.8073739468432, -0.393142163935702, 51.8073707254127, -0.39312215512104, 51.8073664056601, -0.393101833972172, 51.8073627110734, -0.393082140699462, 51.8073576762688, -0.393064587017844, 51.8073536598095, -0.393046333993965, 51.8073489144358, -0.393026627948923, 51.8073442391255, -0.39300776303933, 51.8073403845807, -0.392989655009804, 51.8073356411794, -0.39296841169857, 51.8073293263023, -0.392954576450685, 51.807326799348, -0.392936587844327, 51.8073227769266, -0.392918489418698, 51.8073177638868, -0.392898928383651, 51.8073130905363, -0.392880508036037, 51.8073089722871, -0.392862983160308, 51.8073041469152, -0.392844997767922, 51.8073000346041, -0.39282757952347, 51.8072962897186, -0.392810499196367, 51.8072912006549, -0.392791962653036, 51.807286271528, -0.392773555113112, 51.8072817937587, -0.392756052636581, 51.8072763392399, -0.392737815660935, 51.8072711444395, -0.392722459161196, 51.8072665285186, -0.392706239162631, 51.8072617209557, -0.392687995805068, 51.8072567058994, -0.392670767329563, 51.8072517047102, -0.392653677446651, 51.8072468852516, -0.392637602445152, 51.8072420796608, -0.39261964267441, 51.8072372483086, -0.392601827890057, 51.8072324189352, -0.392584898989657, 51.807227152069, -0.392567544737081, 51.8072216096281, -0.392549897326811, 51.8072161530975, -0.392531943970277, 51.8072111419803, -0.392513429871226, 51.8072055836789, -0.392496384783935, 51.8071995059358, -0.392479333306773, 51.8071936079419, -0.392462555812391, 51.8071881632882, -0.392444776235054, 51.8071823452569, -0.392425843198587, 51.8071763316175, -0.392408479393268, 51.807171058781, -0.392391569723366, 51.8071652526321, -0.392375816718385, 51.8071595522109, -0.392359615980801, 51.8071542053457, -0.392342409964144, 51.807148574978, -0.392324907592334, 51.8071431203958, -0.392309151406038, 51.8071375098416, -0.39229120130569, 51.8071324088123, -0.392273834335643, 51.807127225832, -0.392257369239149, 51.8071211559822, -0.392241770841978, 51.8071151878977, -0.392224870808012, 51.8071091120976, -0.392207816203241, 51.8071033039407, -0.392190767998512, 51.8070973160296, -0.392171271093318, 51.8070908450425, -0.392154371078089, 51.8070847692325, -0.392138344157187, 51.8070786154366, -0.392121885492772, 51.8070723658164, -0.392104418355388, 51.8070659225675, -0.392087801926407, 51.8070600304639, -0.392071188699837, 51.8070540484822, -0.392055136216729, 51.8070486136818, -0.392038371620687, 51.8070428094649, -0.392022747694811, 51.8070375603584, -0.392007726087019, 51.8070316900479, -0.391990085216292, 51.8070260536826, -0.391974187329527, 51.8070203512261, -0.391959036743407, 51.807014029548, -0.391944053531311, 51.8070070807194, -0.391928918945499, 51.8070003096584, -0.391913468814081, 51.8069942536373, -0.391897725525121, 51.8069882835254, -0.391882571762161, 51.8069820517135, -0.391866258150421, 51.8069758040404, -0.391850537263516, 51.8069692047915, -0.391833331381889, 51.8069635743502, -0.391816763004515, 51.8069563340714, -0.391800314025455, 51.8069498147793, -0.391785037697673, 51.8069429518417, -0.391767000328999, 51.8069362309859, -0.3917497038664, 51.806929070661, -0.39173253319855, 51.806922451571, -0.391716100237797, 51.8069154828883, -0.391699966841222, 51.806908248541, -0.391684870710983, 51.806900398939, -0.391669636002304, 51.8068923676009, -0.391654082546751, 51.806885141178, -0.391637636816244, 51.8068785319877, -0.391620759345678, 51.8068718269712, -0.391605779432181, 51.8068647882244, -0.391590206802565, 51.8068581010481, -0.391575690633067, 51.8068502593634, -0.391560468756953, 51.8068418685081, -0.391546526124311, 51.8068342145025, -0.391532731676608, 51.8068264726023, -0.391522641738668, 51.8068165333756, -0.391514684932393, 51.8068077922761, -0.391508818647101, 51.8067973712952, -0.391501109200475, 51.8067857561515, -0.39149787177315, 51.8067748316063, -0.391493738868572, 51.8067646141705, -0.391486441979694, 51.8067536341051, -0.391477237948981, 51.8067432573927, -0.39147965696358, 51.8067282739084, -0.391483538435508, 51.8067251798093, -0.391489155458632, 51.8067181529855, -0.39149601972207, 51.8067127617718, -0.391507773919233, 51.8067044700892, -0.391520114433074, 51.806696006585, -0.391532242781092, 51.8066894284889, -0.391546874185329, 51.8066818055891, -0.391560713502171, 51.8066760601658, -0.391575338499336, 51.806668617014, -0.391589754531999, 51.806662969394, -0.391605265398254, 51.8066550887556, -0.391618588755259, 51.806647537878, -0.391633510092503, 51.8066399189325, -0.39165000381847, 51.806632950925, -0.391666439961005, 51.8066276006801, -0.391682273786416, 51.8066228716332, -0.39169903506852, 51.8066165367147, -0.391717410322965, 51.8066096843472, -0.39173461613256, 51.8066030857438, -0.39175211189796, 51.8065964911029, -0.391769459479322, 51.8065899843527, -0.391787348594521, 51.8065845640398, -0.391805492482486, 51.8065801363233, -0.391823107621298, 51.8065742626608, -0.391841047899092, 51.8065674043262, -0.391858234484339, 51.8065613449594, -0.391876281351544, 51.8065555671119, -0.391894054245347, 51.8065493359176, -0.391910815470923, 51.8065430009684, -0.39192669721571, 51.8065369237504, -0.391944892243007, 51.8065310579986, -0.391961334710611, 51.8065255279601, -0.391978691829556, 51.8065187515509, -0.39199703182306, 51.8065128877731, -0.392014640515016, 51.8065071938331, -0.392030512639276, 51.8065013862284, -0.392047396422131, 51.8064956823724, -0.392064550972971, 51.8064905217334, -0.392082169241732, 51.8064845581556, -0.392098917625615, 51.8064785826825, -0.392115943173608, 51.8064729706745, -0.392135568764074, 51.8064676639686, -0.392152742481298, 51.8064619640614, -0.392170228538624, 51.8064556389847, -0.392187244476055, 51.8064502965938, -0.392205378678879, 51.8064461384422, -0.392223873187006, 51.8064400069829, -0.392241900774105, 51.8064347683334, -0.392260772655712, 51.8064302605793, -0.39227650293951, 51.8064243610831, -0.392295129619023, 51.8064185910977, -0.392312880019756, 51.80641298897, -0.392330047299347, 51.8064074687882, -0.392347404318462, 51.8064006923236, -0.392365154705809, 51.8063950901879, -0.39238333683079, 51.8063895838706, -0.392399914582057, 51.806384325379, -0.392418383460782, 51.8063789128955, -0.392434516673215, 51.8063739180815, -0.392451699909428, 51.8063679485023, -0.392470339332449, 51.8063618189853, -0.392485218870248, 51.8063553683156, -0.39250299799697, 51.8063489572759, -0.392519578916747, 51.8063436088913, -0.39253705208963, 51.8063376432626, -0.392554837596138, 51.8063310524632, -0.392573602788026, 51.8063254641662, -0.392590496028609, 51.8063194906034, -0.392608394530952, 51.806313800536, -0.392624376326301, 51.8063089834658, -0.39264313830379, 51.8063034850334, -0.39266046646563, 51.8062975174046, -0.392678345770147, 51.8062923665817, -0.392697407283388, 51.8062866024757, -0.392714319673406, 51.8062800896395, -0.392732949435308, 51.8062742297077, -0.392749568660212, 51.8062678027796, -0.39276832421257, 51.8062624840787, -0.392785507363062, 51.8062565144499, -0.39280517753367, 51.8062499493682, -0.39282208350175, 51.806243616268, -0.392840407294164, 51.8062382017359, -0.392859021040859, 51.8062327911633, -0.392876213757326, 51.8062265518933, -0.392892620842757, 51.8062220103571, -0.392910979777188, 51.8062156071792, -0.39292725146472, 51.8062107940293, -0.392945156274851, 51.806204924158, -0.393004383082327, 51.8061872999288, -0.393357657755189, 51.8060790076842, -0.393357361406736, 51.8060791834749, -0.393362219202267, 51.8060771816866, -0.393368377423542, 51.8060712412021, -0.393371851343346, 51.8060632858175, -0.393371033414746, 51.8060536532508, -0.393362551605509, 51.8060351937918, -0.393065286636997, 51.8050415676297, -0.393063974302979, 51.8050376831567, -0.39306310532039, 51.8050294886015, -0.393062258708956, 51.805020664915, -0.393061031500873, 51.8050103073953, -0.39306393827072, 51.805001984591, -0.393071371233524, 51.8049928244342, -0.393082950953274, 51.8049853394879, -0.393141081380718, 51.8049699482043, -0.395769752407561, 51.8044467140993, -0.399020961932122, 51.8037861381239)"
60,APPLETREE,"(-0.378401423249329, 51.8057609812753, -0.37840075273671, 51.8057715825574, -0.378396715505744, 51.8057830366157, -0.37838951135726, 51.8057938175695, -0.378378038526426, 51.8058022916717, -0.378367989814025, 51.8058074583795, -0.378359809829002, 51.8058090540645, -0.37835980660384, 51.8058091439398, -0.377113467685394, 51.8060173809205, -0.374402216027352, 51.8056340154384, -0.374404623444939, 51.8056275744911, -0.373679612220326, 51.8055204376388, -0.373619893694905, 51.8055072028832, -0.373586441658312, 51.805493611986, -0.373563503757903, 51.805490147579, -0.373546410754059, 51.8054814587329, -0.373532507217545, 51.8054728139936, -0.373524077759497, 51.8054611876852, -0.373502438189924, 51.8054579210612, -0.373486453256352, 51.8054506862472, -0.373474282975759, 51.8054422453114, -0.373461687478211, 51.8054335287341, -0.373449614253331, 51.8054223915446, -0.373439689784423, 51.8054120034303, -0.373431952888495, 51.8054012858913, -0.373424680036197, 51.8053897654917, -0.373417271917199, 51.8053779734615, -0.373412334849248, 51.8053660357675, -0.373410445495866, 51.8053540503056, -0.373410830455075, 51.805343355176, -0.373370212073977, 51.8052749938727, -0.373359878611007, 51.8052638807361, -0.373355270340202, 51.8052508685496, -0.373350536507598, 51.8052373151076, -0.373344600824453, 51.8052249139993, -0.37333831049363, 51.8052143063812, -0.373334059515524, 51.8052034572104, -0.373328020318044, 51.8051939321025, -0.373324417179574, 51.8051812035764, -0.373319012881956, 51.8051701586133, -0.373314326989014, 51.8051593034261, -0.373308036674125, 51.8051486958064, -0.373304671731205, 51.8051374092907, -0.373301010370899, 51.8051262985145, -0.373295960736987, 51.80511346006, -0.373289722195183, 51.8051014144387, -0.373284214998188, 51.8050891990933, -0.373278314329847, 51.8050798557382, -0.373273357918401, 51.8050684572887, -0.373268533542732, 51.8050574203443, -0.373264453451111, 51.805045854176, -0.373260698896984, 51.8050333033926, -0.373256493246711, 51.8050211959685, -0.373251124571549, 51.8050091623768, -0.373243829179788, 51.8049982710915, -0.37324052512078, 51.8049893233302, -0.37323497912703, 51.8049781864829, -0.373228518612393, 51.804964249472, -0.373221887245618, 51.8049510294556, -0.373216763241083, 51.8049402581236, -0.373211297526708, 51.8049309207813, -0.373205767108371, 51.8049233809395, -0.373200382896888, 51.8049077503387, -0.37319484986395, 51.8048962539894, -0.373188163515829, 51.8048845618468, -0.373182633724068, 51.8048729756219, -0.373176984844457, 51.8048606683911, -0.373173262682576, 51.8048472188545, -0.373171363705209, 51.8048355030136, -0.373169467964128, 51.8048236972976, -0.373165677864394, 51.8048121351365, -0.373160199853043, 51.8047991109099, -0.373151432135641, 51.8047888286902, -0.373145750920453, 51.8047774202082, -0.373137930699867, 51.8047649930192, -0.373130780346805, 51.8047541037324, -0.373125134730959, 51.804741706624, -0.373119614678465, 51.8047298507711, -0.37311392700749, 51.8047186220376, -0.373107707979463, 51.8047060371565, -0.373100999032609, 51.8046949741343, -0.373097212196003, 51.804683322096, -0.373091540713754, 51.8046716439863, -0.37308734484698, 51.804659266931, -0.373082420882875, 51.804646969723, -0.373079075444183, 51.8046351439505, -0.373076071721155, 51.8046218841884, -0.373072416927234, 51.8046105936549, -0.37306539540855, 51.8046001557449, -0.373060439100928, 51.8045887572864, -0.373055818038852, 51.8045761045882, -0.373050417111803, 51.8045649697378, -0.373047271664487, 51.8045516180943, -0.373042608547017, 51.804540133771, -0.37303839652711, 51.804528206089, -0.373034158624533, 51.8045169974072, -0.373027907289168, 51.8045053112722, -0.373021530398419, 51.8044930838812, -0.373017308681303, 51.8044814258236, -0.373009163009052, 51.8044699832403, -0.372998955373455, 51.8044594113286, -0.372991089947005, 51.8044482423804, -0.372963549687762, 51.8044195366383, -0.373405126697032, 51.8043049724935, -0.373425468621392, 51.8042999485704, -0.373441474329247, 51.8042945049924, -0.373459944551948, 51.8042890954975, -0.373477354682853, 51.8042849302155, -0.373493476238952, 51.8042802975108, -0.373511475953943, 51.8042758706184, -0.373531063884272, 51.8042716455276, -0.373549959298374, 51.8042665116583, -0.373569122009877, 51.8042620109211, -0.373584840978622, 51.8042564734385, -0.373604283922339, 51.8042522463305, -0.373622000141295, 51.8042476356611, -0.373640283305429, 51.8042433925085, -0.373658299163413, 51.804238516218, -0.373676869029315, 51.8042343669443, -0.373695152183091, 51.8042301237831, -0.373714518052557, 51.8042240072754, -0.373730497825899, 51.804219282658, -0.373749792534835, 51.804215143396, -0.373765910804672, 51.8042106005286, -0.373784934968328, 51.804205918001, -0.37380263821504, 51.8042016668044, -0.373820509067911, 51.8041967884842, -0.373839539688191, 51.8041919261975, -0.373853299591489, 51.8041884297461, -0.373875394007109, 51.8041830702982, -0.37389296520068, 51.804178457583, -0.373909966206783, 51.8041735672221, -0.373931422515263, 51.8041698174971, -0.373949171006876, 51.8041643080271, -0.373967624948499, 51.8041593478267, -0.373986246493092, 51.8041537605022, -0.374004123774972, 51.8041487024035, -0.374022861179677, 51.8041439259532, -0.374042323436715, 51.8041391595214, -0.374059907530712, 51.8041341872806, -0.374077765395904, 51.8041296684211, -0.374098058667105, 51.8041259925065, -0.374117060127903, 51.8041219390501, -0.374135085587468, 51.8041167930604, -0.374152840500635, 51.8041111038089, -0.3741724412348, 51.8041065191096, -0.374191175371471, 51.8041018325073, -0.374212370780227, 51.8040972698465, -0.374230054546322, 51.8040935578353, -0.374247621916479, 51.8040930813249, -0.374462093451778, 51.8040339113522, -0.374479265175719, 51.8040283039108, -0.374496948893676, 51.804024591859, -0.374515125708308, 51.8040192680637, -0.374533518111498, 51.8040160154004, -0.374550966831587, 51.8040107714562, -0.374568976036144, 51.8040060747745, -0.374587439544275, 51.8040008448503, -0.374604591845893, 51.8039957766409, -0.374623045648643, 51.8039908163364, -0.374640819846262, 51.8039845877595, -0.374658941678968, 51.8039807918186, -0.374677981817411, 51.8039756597692, -0.374695974833949, 51.8039714124434, -0.374711364838171, 51.8039669493022, -0.374965196992336, 51.8039022078208, -0.374982797053381, 51.8038967860644, -0.375002374991676, 51.803892830351, -0.375020081236236, 51.8038884890937, -0.375038956936091, 51.8038838942327, -0.375057681198663, 51.803879477116, -0.375075545329193, 51.8038747783527, -0.37509526498917, 51.8038709145018, -0.375113425516201, 51.8038660399884, -0.375133171020084, 51.80386145713, -0.375150903090707, 51.8038563968516, -0.375170075167625, 51.803851626225, -0.37518884141055, 51.8038460407102, -0.375207749388057, 51.8038405470705, -0.37522793624494, 51.8038357904542, -0.375247846081436, 51.8038306703282, -0.375265333422006, 51.8038243477747, -0.375282024823019, 51.803819992458, -0.375297984907315, 51.8038158068755, -0.375306776824506, 51.8038133206602, -0.375311551575644, 51.8038096099913, -0.375312579291585, 51.8038092645097, -0.375846317493624, 51.8036846344967, -0.376247118529661, 51.804022332583, -0.378399455610088, 51.8057390137327, -0.378401111175223, 51.8057494672478, -0.378401423249329, 51.8057609812753)"
