log_id,log_date,log_name,field,areas,equipment_list,categories,hours,count,depth,notes,raw_notes,raw_quantity
https://rothamstedfarm.farmos.net/log/785,2020-06-24 00:00:00,Turning Over Cut Grass,PARKGRASS,PARKGRASS;2020/R/PG/5,JD5070;Tedder,Turning,,,,,,[]
https://rothamstedfarm.farmos.net/log/786,2020-06-25 00:00:00,Turning Over Cut Grass,PARKGRASS,PARKGRASS;2020/R/PG/5,JD5070;Tedder,Turning,,,,,,[]
https://rothamstedfarm.farmos.net/log/787,2020-06-24 00:00:00,Turning Over Cut Grass,PARKGRASS,PARKGRASS;2020/R/PG/5,JD5070;Tedder,Turning,,,,,,[]
https://rothamstedfarm.farmos.net/log/788,2020-06-17 00:00:00,Topping,Broadbalk Wilderness Mown Area,Broadbalk Wilderness Mown Area,ISTH4335;Kilworth Topper,Topping,,,,,,[]
https://rothamstedfarm.farmos.net/log/789,2020-05-05 00:00:00,Topping,Broadbalk Wilderness Mown Area,Broadbalk Wilderness Mown Area,MF3070;Topper 9,Topping,,,,,,[]
https://rothamstedfarm.farmos.net/log/799,2020-04-03 00:00:00,Rolled,BONES CLOSE,BONES CLOSE,JD6230;6m Flexicoil Cambridge Roll,Rolling,,,,,,[]
https://rothamstedfarm.farmos.net/log/801,2020-03-26 00:00:00,Cultivation : BONES CLOSE Commercial,BONES CLOSE,BONES CLOSE,JD6930;Lemkin Karat 9KU,Tillage;Commercial;Excel upload,,,,;,"<ul></ul>
",[]
https://rothamstedfarm.farmos.net/log/802,2020-03-27 00:00:00,Cultivation : BONES CLOSE Commercial,BONES CLOSE,BONES CLOSE,JD6930;Lemkin Karat 9KU,Tillage;Commercial;Excel upload,,,,;,"<ul></ul>
",[]
https://rothamstedfarm.farmos.net/log/803,2019-10-23 00:00:00,Cultivation : BROAD MEAD Commercial,Broad Mead,Broad Mead,JD6620;WES Cousins 3m Spring Tines,Tillage;Commercial;Excel upload,,,,;Cultivation ; Whole Field;;,"<ul>
<li>Cultivation </li>
<li>Notes: Whole Field</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/804,2020-01-29 00:00:00,Flexitines: LONG HOOS 1/2 + 3 Commercial,LONG HOOS 1/2 + 3,LONG HOOS 1/2 + 3,JD6930;Bomford Flexitine,Tillage;Commercial;Excel upload,,,,";Flexitines; Odds and Ends, Condition: wet - carried out to pull up the soil and aerate it so it dries before drilling;;","<ul>
<li>Flexitines</li>
<li>Notes: Odds &amp; Ends, Condition: wet - carried out to pull up the soil and aerate it so it dries before drilling</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/805,2020-02-03 00:00:00,Flexitines: MEADOW Commercial,MEADOW,MEADOW,JD6930;Bomford Flexitine,Tillage;Commercial;Excel upload,,,,;Flexitines; Odds and Ends;;,"<ul>
<li>Flexitines</li>
<li>Notes: Odds &amp; Ends</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/806,2020-02-04 00:00:00,Flexitines: MEADOW Commercial,MEADOW,MEADOW,JD6930;Bomford Flexitine,Tillage;Commercial;Excel upload,,,,;Flexitines; Odds and Ends;;,"<ul>
<li>Flexitines</li>
<li>Notes: Odds &amp; Ends</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/807,2020-02-11 00:00:00,Power harrow: STACKYARD Commercial,STACKYARD,STACKYARD,JD6230;Kuhn Powerharrow 3m,Tillage;Commercial;Excel upload,,,,;Power harrow; Done to level surface following ploughing in of beans;;,"<ul>
<li>Power harrow</li>
<li>Notes: Done to level surface following ploughing in of beans</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/808,2020-03-21 00:00:00,Cultivation : Stackyard Woburn Commercial,Stackyard Woburn,Stackyard Woburn,JD6620;WES Cousins 3m Spring Tines,Tillage;Commercial;Excel upload,,,,;Cultivation ; Whole Field;;,"<ul>
<li>Cultivation </li>
<li>Notes: Whole Field</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/809,2020-03-21 00:00:00,Power harrowed : GREAT HILL Commercial,Great Hill,Great Hill,JD6620;Kuhn Powerharrow 3m,Tillage;Commercial;Excel upload,,,,;Power harrowed ; Power harrowed furrows and clay area ;;,"<ul>
<li>Power harrowed </li>
<li>Notes: Power harrowed furrows &amp; clay area </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/810,2020-03-21 00:00:00,Power harrowed : Stackyard Woburn Commercial,Stackyard Woburn,Stackyard Woburn,JD6620;Kuhn Powerharrow 3m,Tillage;Commercial;Excel upload,,,,;Power harrowed ; Power harrowed furrows;;,"<ul>
<li>Power harrowed </li>
<li>Notes: Power harrowed furrows</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/811,2020-03-21 00:00:00,Power harrowed : BUTT CLONG Commercial,Butt Clong,Butt Clong,JD6620;Kuhn Powerharrow 3m,Tillage;Commercial;Excel upload,,,,;Power harrowed ; Power harrowed furrows;;,"<ul>
<li>Power harrowed </li>
<li>Notes: Power harrowed furrows</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/812,2020-03-22 00:00:00,Cultivation : GREAT HILL Commercial,Great Hill,Great Hill,JD6620;WES Cousins 3m Spring Tines,Tillage;Commercial;Excel upload,,,,;Cultivation ; Whole Field;;,"<ul>
<li>Cultivation </li>
<li>Notes: Whole Field</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/813,2020-03-22 00:00:00,Cultivation : BUTT CLONG Commercial,Butt Clong,Butt Clong,JD6620;WES Cousins 3m Spring Tines,Tillage;Commercial;Excel upload,,,,;Cultivation ; Whole Field;;,"<ul>
<li>Cultivation </li>
<li>Notes: Whole Field</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/814,2020-03-25 00:00:00,Discing: WARREN Commercial,Warren,Warren,JD6620;WES Massey Ferguson 4m Discs,Tillage;Commercial;Excel upload,,,,;Discing; Whole field;;,"<ul>
<li>Discing</li>
<li>Notes: Whole field</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/815,2020-03-25 00:00:00,Cultivation : SUMMERDELLS 2 Commercial,SUMMERDELLS 2,SUMMERDELLS 2,JD6930;Lemkin Karat 9KU,Tillage;Commercial;Excel upload,,,,;Cultivation ;;,"<ul>
<li>Cultivation </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/816,2020-03-26 00:00:00,Power harrowed : WARREN Commercial,Warren,Warren,JD6620;Kuhn Powerharrow 3m,Tillage;Commercial;Excel upload,,,,;Power harrowed ;;,"<ul>
<li>Power harrowed </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/817,2020-03-26 00:00:00,Cultivation : SUMMERDELLS 1 Commercial,SUMMERDELLS 1,SUMMERDELLS 1,JD6930;Lemkin Karat 9KU,Tillage;Commercial;Excel upload,,,,;Cultivation ;;,"<ul>
<li>Cultivation </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/818,2020-04-01 00:00:00,Cultivation: SAWYERS 1 Commercial,SAWYERS 1,SAWYERS 1,JD6145R;Lemkin Karat 9KU,Tillage;Commercial;Excel upload,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/819,2020-04-01 00:00:00,Cultivation: SAWYERS 4 Commercial,SAWYERS 4,SAWYERS 4,JD6145R;Lemkin Karat 9KU,Tillage;Commercial;Excel upload,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/820,2020-04-01 00:00:00,Cultivation: SAWYERS 2 Commercial,SAWYERS 2,SAWYERS 2,JD6145R;Lemkin Karat 9KU,Tillage;Commercial;Excel upload,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/821,2020-04-22 00:00:00,Cultivation : BROAD MEAD Commercial,Broad Mead,Broad Mead,JD6620;WES Cousins 3m Spring Tines,Tillage;Commercial;Excel upload,,,,;Cultivation ; Whole Field;;,"<ul>
<li>Cultivation </li>
<li>Notes: Whole Field</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/822,2020-04-24 00:00:00,Cultivation: FOSTERS CORNER Commercial,FOSTERS CORNER,FOSTERS CORNER,NHT7210;Lemkin Karat 9KU,Tillage;Commercial;Excel upload,,,,;Cultivation; Worked twice;;,"<ul>
<li>Cultivation</li>
<li>Notes: Worked twice</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/823,2020-05-05 00:00:00,Cultivation: GREAT FIELD 4 Commercial,GREAT FIELD 4,GREAT FIELD 4,JD6145R;Lemkin Karat 9KU,Tillage;Commercial;Excel upload,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/824,2020-05-05 00:00:00,Cultivation: GARDEN PLOTS Commercial,GARDEN PLOTS,GARDEN PLOTS,JD6145R;Lemkin Karat 9KU,Tillage;Commercial;Excel upload,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/825,2019-08-21 00:00:00,Min-till cultivation: GREAT KNOTT 1 Commercial,GREAT KNOTT 1,GREAT KNOTT 1,JD6930;Lemkin Karat 9KU,Commercial;Excel upload;Minimum-tillage,,,,;Min-till cultivation;Direction thrown: 45 degees to trams;;,"<ul>
<li>Min-till cultivation</li>
<li>Direction thrown: 45 degees to trams</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/826,2019-09-06 00:00:00,Cultivation: GREAT KNOTT 2 Commercial,GREAT KNOTT 2,GREAT KNOTT 2,JD6145R;Lemkin Karat 9KU,Minimum-tillage;Commercial;Excel upload,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/827,2019-09-06 00:00:00,Cultivation: GREAT KNOTT 3 Commercial,GREAT KNOTT 3,GREAT KNOTT 3,JD6145R;Lemkin Karat 9KU,Minimum-tillage;Commercial;Excel upload,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/828,2019-09-07 00:00:00,Cultivation: SAWYERS 3 Commercial,SAWYERS 3,SAWYERS 3,JD6145R;Lemkin Karat 9KU,Minimum-tillage;Commercial;Excel upload,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/829,2019-09-07 00:00:00,Cultivation : WEBBS Commercial,WEBBS,WEBBS,JD6145R;Lemkin Karat 9KU,Commercial;Excel upload;Minimum-tillage,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/830,2019-09-09 00:00:00,Cultivation: AGDELL/HARWOODS Commercial,AGDELL/HARWOODS,AGDELL/HARWOODS,JD6145R;Lemkin Karat 9KU,Minimum-tillage;Commercial;Excel upload,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/831,2019-09-09 00:00:00,Cultivation: CLAYCROFT Commercial,CLAYCROFT,CLAYCROFT,JD6145R;Lemkin Karat 9KU,Minimum-tillage;Commercial;Excel upload,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/832,2019-09-11 00:00:00,Cultivation: STACKYARD Commercial,STACKYARD,STACKYARD,JD6145R;Lemkin Karat 9KU,Minimum-tillage;Commercial;Excel upload,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/833,2019-09-11 00:00:00,Cultivation: SUMMERDELLS 1 Commercial,SUMMERDELLS 1,SUMMERDELLS 1,JD6145R;Lemkin Karat 9KU,Minimum-tillage;Commercial;Excel upload,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/834,2019-09-18 00:00:00,Discing: BROAD MEAD Commercial,Broad Mead,Broad Mead,JD6620;WES Massey Ferguson 4m Discs,Minimum-tillage;Commercial;Excel upload,,,,;Discing; Whole field;;,"<ul>
<li>Discing</li>
<li>Notes: Whole field</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/835,2019-10-23 00:00:00,Cultivation : WARREN Commercial,Warren,Warren,JD6620;WES Massey Ferguson 4m Discs,Minimum-tillage;Commercial;Excel upload,,,,;Cultivation ; Whole field;;,"<ul>
<li>Cultivation </li>
<li>Notes: Whole field</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/836,2020-05-05 00:00:00,Cultivation: Fosters O+Es 4 Commercial,FOSTERS O+Es 4,FOSTERS O+Es 4,JD6145R;Lemkin Karat 9KU,Minimum-tillage;Commercial;Excel upload,,,,;Cultivation;;,"<ul>
<li>Cultivation</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/837,2019-08-13 00:00:00,Ploughing : WHITEHORSE 2 Commercial,WHITEHORSE 2,WHITEHORSE 2,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing ;Direction thrown: Thrown South;;,"<ul>
<li>Ploughing </li>
<li>Direction thrown: Thrown South</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/838,2019-09-08 00:00:00,Ploughing: SAWYERS 4 Commercial,SAWYERS 4,SAWYERS 4,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown North;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown North</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/839,2019-09-16 00:00:00,Ploughing : Stackyard Woburn Commercial,Stackyard Woburn,Stackyard Woburn,JD6620;WES Dowdeswell 100 Series Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing ;;,"<ul>
<li>Ploughing </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/840,2019-09-17 00:00:00,Ploughing: Stackyard Woburn Commercial,Stackyard Woburn,Stackyard Woburn,JD6620;WES Dowdeswell 100 Series Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;;,"<ul>
<li>Ploughing</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/841,2019-09-18 00:00:00,Ploughing: BROAD MEAD Commercial,Broad Mead,Broad Mead,JD6620;WES Dowdeswell 100 Series Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing; Broadmead - North corner where 2020 trial will be placed;;,"<ul>
<li>Ploughing</li>
<li>Notes: Broadmead - North corner where 2020 trial will be placed</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/842,2019-09-22 00:00:00,Ploughing: HIGHFIELD 4 Commercial,HIGHFIELD 4,HIGHFIELD 4,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown East; Started ;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown East</li>
<li>Notes: Started </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/843,2019-09-23 00:00:00,Ploughing: BROADBALK Commercial,BROADBALK,BROADBALK,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,";Ploughing;Direction thrown: Thrown North ; BK1, Ploughed North to finish ;;","<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown North </li>
<li>Notes: BK1, Ploughed North to finish </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/844,2019-09-23 00:00:00,Ploughing: WEST BARNFIELD 1/2 Commercial,WEST BARNFIELD 1/2,WEST BARNFIELD 1/2,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown East; Ploughed east to finish ;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown East</li>
<li>Notes: Ploughed east to finish </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/845,2019-09-24 00:00:00,Ploughing: BROADBALK Commercial,BROADBALK,BROADBALK,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,";Ploughing; BK1, Finished;;","<ul>
<li>Ploughing</li>
<li>Notes: BK1, Finished</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/846,2019-09-25 00:00:00,Ploughing: WEST BARNFIELD 1/2 Commercial,WEST BARNFIELD 1/2,WEST BARNFIELD 1/2,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown East; Finished;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown East</li>
<li>Notes: Finished</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/847,2019-09-26 00:00:00,Press ploughing : WEST BARNFIELD 1/2 Commercial,WEST BARNFIELD 1/2,WEST BARNFIELD 1/2,JD6145R;Philip Watkins Press,Ploughing;Commercial;Excel upload,,,,;Press ploughing ;;,"<ul>
<li>Press ploughing </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/848,2019-10-02 00:00:00,Ploughing : NEW ZEALAND Commercial,NEW ZEALAND,NEW ZEALAND,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing ;Direction thrown: Thrown East ; Started;;,"<ul>
<li>Ploughing </li>
<li>Direction thrown: Thrown East </li>
<li>Notes: Started</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/849,2019-10-03 00:00:00,Ploughing : NEW ZEALAND Commercial,NEW ZEALAND,NEW ZEALAND,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing ;Direction thrown: Thrown East ; Finished ;;,"<ul>
<li>Ploughing </li>
<li>Direction thrown: Thrown East </li>
<li>Notes: Finished </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/850,2019-10-03 00:00:00,Ploughing : SCOUT Commercial,SCOUT,SCOUT,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing ;Direction thrown: Thrown North ; Started;;,"<ul>
<li>Ploughing </li>
<li>Direction thrown: Thrown North </li>
<li>Notes: Started</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/851,2019-11-19 00:00:00,Ploughing : GREAT KNOTT 2 Commercial,GREAT KNOTT 2,GREAT KNOTT 2,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing ;Direction thrown: Thrown North ; Started ;;,"<ul>
<li>Ploughing </li>
<li>Direction thrown: Thrown North </li>
<li>Notes: Started </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/852,2019-11-19 00:00:00,Ploughing : GREAT KNOTT 3 Commercial,GREAT KNOTT 3,GREAT KNOTT 3,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing ;Direction thrown: Thrown North ; Started ;;,"<ul>
<li>Ploughing </li>
<li>Direction thrown: Thrown North </li>
<li>Notes: Started </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/853,2019-11-20 00:00:00,Ploughing: GREAT KNOTT 2 Commercial,GREAT KNOTT 2,GREAT KNOTT 2,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown North ; Finished ;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown North </li>
<li>Notes: Finished </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/854,2019-11-20 00:00:00,Ploughing: GREAT KNOTT 3 Commercial,GREAT KNOTT 3,GREAT KNOTT 3,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown North ; Finished ;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown North </li>
<li>Notes: Finished </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/855,2019-12-02 00:00:00,Ploughing : CLAYCROFT Commercial,CLAYCROFT,CLAYCROFT,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing ;Direction thrown: Thrown West; Started ;;,"<ul>
<li>Ploughing </li>
<li>Direction thrown: Thrown West</li>
<li>Notes: Started </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/856,2020-01-20 00:00:00,Ploughing: BLACKHORSE Commercial,BLACKHORSE,BLACKHORSE,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown North; Started;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown North</li>
<li>Notes: Started</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/857,2020-01-22 00:00:00,Ploughing: BLACKHORSE Commercial,BLACKHORSE,BLACKHORSE,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown North; Finished;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown North</li>
<li>Notes: Finished</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/858,2020-01-29 00:00:00,Ploughing: OSIER Commercial,OSIER,OSIER,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown South; Started;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown South</li>
<li>Notes: Started</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/859,2020-02-03 00:00:00,Ploughing: OSIER Commercial,OSIER,OSIER,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown South; Finished;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown South</li>
<li>Notes: Finished</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/860,2020-02-04 00:00:00,Ploughing: DELAFIELD Commercial,DELAFIELD,DELAFIELD,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown East ; Finished ;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown East </li>
<li>Notes: Finished </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/861,2020-02-06 00:00:00,Ploughing: STACKYARD Commercial,STACKYARD,STACKYARD,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown North; Started;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown North</li>
<li>Notes: Started</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/862,2020-02-07 00:00:00,Ploughing: STACKYARD Commercial,STACKYARD,STACKYARD,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown North ; Finished ;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown North </li>
<li>Notes: Finished </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/863,2020-02-20 00:00:00,Ploughed : BUTT CLONG Commercial,Butt Clong,Butt Clong,JD6620;WES Dowdeswell 100 Series Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughed ;Direction thrown: Thrown East;;,"<ul>
<li>Ploughed </li>
<li>Direction thrown: Thrown East</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/864,2020-02-21 00:00:00,Ploughed : BUTT CLONG Commercial,Butt Clong,Butt Clong,JD6620;WES Dowdeswell 100 Series Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughed ;Direction thrown: Thrown East;;,"<ul>
<li>Ploughed </li>
<li>Direction thrown: Thrown East</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/865,2020-03-12 00:00:00,Ploughing: GREAT HILL Commercial,Great Hill,Great Hill,JD6620;WES Dowdeswell 100 Series Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown South;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown South</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/866,2020-03-13 00:00:00,Ploughing: GREAT HILL Commercial,Great Hill,Great Hill,JD6620;WES Dowdeswell 100 Series Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown South;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown South</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/867,2020-03-18 00:00:00,Ploughing: SAWYERS 3 Commercial,SAWYERS 3,SAWYERS 3,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown North ;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown North </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/868,2020-03-30 00:00:00,Ploughing: PASTURES Commercial,PASTURES,PASTURES,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown south;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown south</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/869,2020-03-31 00:00:00,Ploughing: LITTLE KNOTT 1 Commercial,LITTLE KNOTT 1,LITTLE KNOTT 1,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown South;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown South</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/870,2020-03-31 00:00:00,Ploughing: LITTLE KNOTT 2 Commercial,LITTLE KNOTT 2,LITTLE KNOTT 2,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;Direction thrown: Thrown South;;,"<ul>
<li>Ploughing</li>
<li>Direction thrown: Thrown South</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/871,2020-04-01 00:00:00,Ploughed: DELHARDING Commercial,DELHARDING,DELHARDING,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughed;Direction thrown: Thrown West; Ploughed west side to just past western copse. ;;,"<ul>
<li>Ploughed</li>
<li>Direction thrown: Thrown West</li>
<li>Notes: Ploughed west side to just past western copse. </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/872,2020-04-02 00:00:00,Ploughing: BROAD MEAD Commercial,Broad Mead,Broad Mead,JD6620;WES Dowdeswell 100 Series Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing; Ploughed the surrounds of WW/2033;;,"<ul>
<li>Ploughing</li>
<li>Notes: Ploughed the surrounds of WW/2033</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/873,2020-04-06 00:00:00,Ploughing: BROAD MEAD Commercial,Broad Mead,Broad Mead,JD6620;WES Dowdeswell 100 Series Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;;,"<ul>
<li>Ploughing</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/874,2020-04-09 00:00:00,Ploughing: BROAD MEAD Commercial,Broad Mead,Broad Mead,JD6620;WES Dowdeswell 100 Series Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;;,"<ul>
<li>Ploughing</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/875,2020-04-11 00:00:00,Ploughing: BROAD MEAD Commercial,Broad Mead,Broad Mead,JD6620;WES Dowdeswell 100 Series Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing;;,"<ul>
<li>Ploughing</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/876,2019-12-02 00:00:00,Ploughing : WEBBS Commercial,WEBBS,WEBBS,NHT7210;KV Five Furrow Plough,Ploughing;Commercial;Excel upload,,,,;Ploughing ;Direction thrown: Thrown East; Started;;,"<ul>
<li>Ploughing </li>
<li>Direction thrown: Thrown East</li>
<li>Notes: Started</li>
</ul>
",[]
