log_id,log_date,log_name,field,areas,equipment_list,categories,hours,count,depth,notes,raw_notes,raw_quantity
https://rothamstedfarm.farmos.net/log/167,2019-08-19 00:00:00,Min-till: Great field 1+2,GREAT FIELD 1/2,GREAT FIELD 1/2,JD6930;Lemkin Karat 9KU,Commercial;Minimum-tillage,,,,Min-till commercial field. Lemkin Karat JD 6930;,"<p>Min-till commercial field. Lemkin Karat JD 6930</p>
",[]
https://rothamstedfarm.farmos.net/log/168,2019-08-19 00:00:00,Min-till: Great Harpenden 2,GREAT HARPENDEN 2,GREAT HARPENDEN 2,JD6930;Lemkin Karat 9KU,Commercial;Minimum-tillage,,,,Min-till commercial field. Lemkin Karat JD 6930;,"<p>Min-till commercial field. Lemkin Karat JD 6930</p>
",[]
https://rothamstedfarm.farmos.net/log/170,2019-08-21 00:00:00,"Min-till: Long Hoos 1, 2, 3",LONG HOOS 1/2 + 3,LONG HOOS 1/2 + 3,JD6930;Lemkin Karat 9KU,Commercial;Minimum-tillage,,,,"Min-till commercial field. Lemkin Karat JD 6930, 45 degrees to trams;","<p>Min-till commercial field. Lemkin Karat JD 6930, 45 degrees to trams</p>
",[]
https://rothamstedfarm.farmos.net/log/171,2019-08-20 00:00:00,"Min-till: Long Hoos 5, 6+7",LONG HOOS 5,LONG HOOS 5;LONG HOOS 6/7,JD6930;Lemkin Karat 9KU,Commercial;Minimum-tillage,,,,Min-till commercial field. Lemkin Karat JD 6930;,"<p>Min-till commercial field. Lemkin Karat JD 6930</p>
",[]
https://rothamstedfarm.farmos.net/log/172,2019-08-24 00:00:00,Min-till: Osier,OSIER,OSIER,JD6930;Lemkin Karat 9KU,Commercial;Minimum-tillage,,,,"Min-till commercial field. Lemkin Karat JD 6930, all field commercial;","<p>Min-till commercial field. Lemkin Karat JD 6930, all field commercial</p>
",[]
https://rothamstedfarm.farmos.net/log/173,2019-08-16 00:00:00,Min-till: White horse 1,WHITEHORSE 1,WHITEHORSE 1,JD6930;Lemkin Karat 9KU,Commercial;Minimum-tillage,,,,Min-till commercial field. Lemkin Karat JD 6930;,"<p>Min-till commercial field. Lemkin Karat JD 6930</p>
",[]
https://rothamstedfarm.farmos.net/log/179,2019-08-13 00:00:00,Ploughed: White horse 2,WHITEHORSE 2,WHITEHORSE 2,KV Five Furrow Plough;NHT7210,Commercial;Ploughing,,,,"KV five furrow Plough, T 7.210. finished Thrown South;","<p>KV five furrow Plough, T 7.210. finished Thrown South</p>
",[]
https://rothamstedfarm.farmos.net/log/180,2019-08-19 00:00:00,Rolled WOSR: Furzefield,FURZEFIELD,FURZEFIELD,6m Flexicoil Cambridge Roll;JD5620,Commercial;Rolling,,,,Rolling WOSR on commercial field;,"<p>Rolling WOSR on commercial field</p>
",[]
https://rothamstedfarm.farmos.net/log/193,2019-08-13 00:00:00,Cultivation: Ploughed Tillage 30 cm in GREAT FIELD 1/2,GREAT FIELD 1/2,GREAT FIELD 1/2,KV Five Furrow Plough,Ploughing,0:00:00,,30 cm,Plough thrown: E;Commercial;,"<p>Plough thrown: E</p>
<p>Commercial</p>
","[{'measure': 'length', 'value': '30', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/238', 'id': '238', 'resource': 'taxonomy_term', 'name': 'cm'}, 'label': False}, {'measure': 'time', 'value': False, 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/262', 'id': '262', 'resource': 'taxonomy_term', 'name': 'hours'}, 'label': False}]"
https://rothamstedfarm.farmos.net/log/194,2019-08-13 00:00:00,Cultivation: Minimum Tillage 0 cm in GREAT FIELD 1/2,GREAT FIELD 1/2,GREAT FIELD 1/2,Philip Watkins Press,Minimum-tillage,0:00:00,,False cm,,,"[{'measure': 'length', 'value': False, 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/238', 'id': '238', 'resource': 'taxonomy_term', 'name': 'cm'}, 'label': False}, {'measure': 'time', 'value': False, 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/262', 'id': '262', 'resource': 'taxonomy_term', 'name': 'hours'}, 'label': False}]"
https://rothamstedfarm.farmos.net/log/225,2019-08-19 00:00:00,Rolled 2020/R/RAW/2025,WHITEHORSE 2,2020/R/RAW/2025,6m Flexicoil Cambridge Roll,Rolling,0:00:00,,0 cm,,,"[{'measure': 'length', 'value': '0', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/238', 'id': '238', 'resource': 'taxonomy_term', 'name': 'cm'}, 'label': False}, {'measure': 'time', 'value': '0', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/262', 'id': '262', 'resource': 'taxonomy_term', 'name': 'hours'}, 'label': False}]"
https://rothamstedfarm.farmos.net/log/234,2019-08-12 00:00:00,Topped: Whitehorse 2,WHITEHORSE 2,WHITEHORSE 2,Batwing Topper;NHT7210,Commercial;Topping,,,,Topped commercial field;,"<p>Topped commercial field</p>
",[]
https://rothamstedfarm.farmos.net/log/235,2019-08-13 00:00:00,Press Ploughed: White horse 2,WHITEHORSE 2,WHITEHORSE 2,Philip Watkins Press,Commercial;Ploughing,,,,,,[]
https://rothamstedfarm.farmos.net/log/250,2019-08-12 00:00:00,Topping : FURZEFIELD ,FURZEFIELD,FURZEFIELD,Batwing Topper,Topping;Commercial,,,,;,"<ul></ul>
",[]
https://rothamstedfarm.farmos.net/log/251,2019-08-12 00:00:00,Topping : OSIER ,OSIER,OSIER,Batwing Topper,Topping;Commercial,,,,;,"<ul></ul>
",[]
https://rothamstedfarm.farmos.net/log/252,2019-08-13 00:00:00,Topping : GREAT KNOTT 1 ,GREAT KNOTT 1,GREAT KNOTT 1,Batwing Topper,Topping;Commercial,,,,;,"<ul></ul>
",[]
https://rothamstedfarm.farmos.net/log/253,2019-08-13 00:00:00,Press ploughing : FURZEFIELD ,FURZEFIELD,FURZEFIELD,Philip Watkins Press,Commercial;Ploughing,,,,;,"<ul></ul>
",[]
https://rothamstedfarm.farmos.net/log/254,2019-08-15 00:00:00,Path cutting: PARKGRASS ,PARKGRASS,PARKGRASS,ISTH4335;Kilworth Topper,Topping,,,,;,"<ul></ul>
",[]
https://rothamstedfarm.farmos.net/log/255,2019-09-05 00:00:00,Drilling: GREAT FIELD 1/2 ,GREAT FIELD 1/2,2020/R/RAW/2037,,Commercial;Plantings,,,,;,"<ul></ul>
",[]
https://rothamstedfarm.farmos.net/log/256,2019-09-05 00:00:00,Plot Rolling : GREAT FIELD 1/2 ,GREAT FIELD 1/2,2020/R/RAW/2037,JD5070;Plot Rolls,Commercial;Rolling,,,,;,"<ul></ul>
",[]
https://rothamstedfarm.farmos.net/log/257,2019-09-05 00:00:00,Ploughing : SAWYERS 1 CS715 CS/715,SAWYERS 1 CS715,SAWYERS 1 CS715,,Ploughing;Experiment,,,,;Direction thrown: Thrown North ; Ploughed wheat stubble only rape stubble to hand ;;,"<ul>
<li>Direction thrown: Thrown North </li>
<li>Notes: Ploughed wheat stubble only rape stubble to hand </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/258,2019-09-05 00:00:00,Powerharrow : GREAT FIELD 1/2 ,GREAT FIELD 1/2,2020/R/RAW/2037,,Commercial;Power Harrow,,,,;,"<ul></ul>
",[]
https://rothamstedfarm.farmos.net/log/261,2019-09-07 00:00:00,Rolling : SAWYERS 1 CS715 CS/715,SAWYERS 1 CS715,SAWYERS 1 CS715,6m Flexicoil Cambridge Roll,Rolling;Experiment,,,,; North end only (OSR);;,"<ul>
<li>Notes: North end only (OSR)</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/265,2019-09-10 00:00:00,Topping: STACKYARD ,STACKYARD,STACKYARD,Batwing Topper,Topping;Commercial,,,,;,"<ul></ul>
",[]
https://rothamstedfarm.farmos.net/log/267,2019-09-11 00:00:00,Cultivation: GEESCROFT ,GEESCROFT,GEESCROFT,Lemkin Karat 9KU,Tillage;Commercial,,,,;,"<ul></ul>
",[]
https://rothamstedfarm.farmos.net/log/268,2019-09-16 00:00:00,Ploughing: NEW ZEALAND CS/760,NEW ZEALAND,2020/R/CS/760,NHT7210;KV Five Furrow Plough,Experiment;Ploughing,,,,;Direction thrown: Thrown East ;;,"<ul>
<li>Direction thrown: Thrown East </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/269,2019-09-17 00:00:00,Subsoiling : LONG HOOS 4 ,LONG HOOS 4,LONG HOOS 4,Simba Flat Lift,Subsoiling;Commercial,,,,; Tramlines + headlands only;;,"<ul>
<li>Notes: Tramlines + headlands only</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/270,2019-09-17 00:00:00,Subsoiling : NEW ZEALAND ,NEW ZEALAND,NEW ZEALAND,Simba Flat Lift,Subsoiling;Commercial,,,,; Tramlines + headlands only;;,"<ul>
<li>Notes: Tramlines + headlands only</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/271,2019-09-18 00:00:00,Subsoiling : HIGHFIELD 5/6 ,HIGHFIELD 5/6,HIGHFIELD 5/6,Simba Flat Lift,Subsoiling;Commercial,,,,; Whole field ;;,"<ul>
<li>Notes: Whole field </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/272,2019-09-18 00:00:00,Subsoiling : HIGHFIELD 4 ,HIGHFIELD 4,HIGHFIELD 4,Simba Flat Lift,Subsoiling;Commercial,,,,; Tramlines + headlands only;;,"<ul>
<li>Notes: Tramlines + headlands only</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/273,2019-09-19 00:00:00,Ploughing: LONG HOOS 6/7 CS/789,LONG HOOS 6/7,LONG HOOS 6/7;2020/R/CS/789,NHT7210;KV Five Furrow Plough,Experiment;Ploughing,,,,;Direction thrown: Thrown East;;,"<ul>
<li>Direction thrown: Thrown East</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/274,2019-09-19 00:00:00,Ploughing: LONG HOOS 4 CS/778,LONG HOOS 4,LONG HOOS 4,NHT7210;KV Five Furrow Plough,Ploughing;Experiment,,,,;Direction thrown: Thrown East;;,"<ul>
<li>Direction thrown: Thrown East</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/275,2019-09-26 00:00:00,Ploughing : LITTLE HOOS CS/790,LITTLE HOOS,LITTLE HOOS,MF3070,Ploughing;Experiment,,,,;Direction thrown: Thrown East; Ploughed plots as plan - wheat plots ;;,"<ul>
<li>Direction thrown: Thrown East</li>
<li>Notes: Ploughed plots as plan - wheat plots </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/277,2019-09-26 00:00:00,Press ploughing : SAWYERS 1 CS715 CS/715,SAWYERS 1 CS715,SAWYERS 1 CS715,Philip Watkins Press,Ploughing;Experiment,,,,; Press South end only ;;,"<ul>
<li>Notes: Press South end only </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/278,2019-09-26 00:00:00,Ploughing: SAWYERS 1 CS715 CS/715,SAWYERS 1,CS-715 Oat plots;CS-715 Oat surrounds;CS-715 Wheat Plots;CS-715 Wheat Surrounds,KV Five Furrow Plough,Experiment;Ploughing,,,,;Direction thrown: Thrown North ; Rape stubble only ;;,"<ul>
<li>Direction thrown: Thrown North </li>
<li>Notes: Rape stubble only </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/279,2019-09-30 00:00:00,Ploughing: FOSTERS CS/738,FOSTERS,2020/R/CS/738,NHT7210;KV Five Furrow Plough,Experiment;Ploughing,,,,;Direction thrown: Thrown West;;,"<ul>
<li>Direction thrown: Thrown West</li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/280,2019-10-01 00:00:00,Ploughing : HIGHFIELD 4 ,HIGHFIELD 4,HIGHFIELD 4,NHT7210;KV Five Furrow Plough,Ploughing;Commercial,,,,;Direction thrown: Thrown East ;;,"<ul>
<li>Direction thrown: Thrown East </li>
</ul>
",[]
https://rothamstedfarm.farmos.net/log/284,2019-10-29 00:00:00,Cultivation: Sub Tillage 45 cm in WHITEHORSE 2,WHITEHORSE 2,WHITEHORSE 2;2020/R/RAW/2025,JD5620;Simba Flat Lift,Ploughing,2:00:00,,45 cm,Direction of work (driven): N;Plough thrown: E;,"<p>Direction of work (driven): N</p>
<p>Plough thrown: E</p>
","[{'measure': 'length', 'value': '45', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/238', 'id': '238', 'resource': 'taxonomy_term', 'name': 'cm'}, 'label': False}, {'measure': 'time', 'value': '2', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/262', 'id': '262', 'resource': 'taxonomy_term', 'name': 'hours'}, 'label': False}]"
https://rothamstedfarm.farmos.net/log/449,2020-06-05 00:00:00,Irigation,FURZEFIELD,FURZEFIELD,JD6230;Briggs Boom;Perrot Reel,Irrigation,,,H2O applied: 25 mm,,,"[{'measure': 'length', 'value': '25', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/373', 'id': '373', 'resource': 'taxonomy_term', 'name': 'mm'}, 'label': 'H2O applied'}]"
https://rothamstedfarm.farmos.net/log/450,2020-06-04 00:00:00,Irigation,PASTURES,2020/R/CM/2053,Briggs Boom;Perrot Reel,Irrigation,,,H20 Applied: 12 mm,,,"[{'measure': 'length', 'value': '12', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/373', 'id': '373', 'resource': 'taxonomy_term', 'name': 'mm'}, 'label': 'H20 Applied'}]"
https://rothamstedfarm.farmos.net/log/451,2020-06-01 00:00:00,Irigation,PASTURES,2020/R/CM/2053,Briggs Boom;Perrot Reel,Irrigation,,,H20 Applied: 12 mm,,,"[{'measure': 'length', 'value': '12', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/373', 'id': '373', 'resource': 'taxonomy_term', 'name': 'mm'}, 'label': 'H20 Applied'}]"
https://rothamstedfarm.farmos.net/log/452,2020-05-27 00:00:00,Irigation,PASTURES,2020/R/CM/2053,Briggs Boom;Perrot Reel,Irrigation,,,H20 Applied: 12 mm,,,"[{'measure': 'length', 'value': '12', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/373', 'id': '373', 'resource': 'taxonomy_term', 'name': 'mm'}, 'label': 'H20 Applied'}]"
https://rothamstedfarm.farmos.net/log/493,2020-06-12 00:00:00,Cultivation: Sub Tillage 9 cm in GEESCROFT,GEESCROFT,GEESCROFT,JD6230;Kuhn Powerharrow 3m,Tillage,0:00:00,,9 cm,Harrowed fallow areas;,"<p>Harrowed fallow areas</p>
","[{'measure': 'length', 'value': '9', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/238', 'id': '238', 'resource': 'taxonomy_term', 'name': 'cm'}, 'label': False}, {'measure': 'time', 'value': False, 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/262', 'id': '262', 'resource': 'taxonomy_term', 'name': 'hours'}, 'label': False}]"
https://rothamstedfarm.farmos.net/log/494,2020-06-12 00:00:00,Cultivation: Sub Tillage 9 cm in HIGHFIELD 1/2/3,HIGHFIELD LEY ARABLES,HIGHFIELD LEY ARABLES,JD6230;Kuhn Powerharrow 3m,Tillage,0:00:00,,9 cm,Harrowed fallow areas;,"<p>Harrowed fallow areas</p>
","[{'measure': 'length', 'value': '9', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/238', 'id': '238', 'resource': 'taxonomy_term', 'name': 'cm'}, 'label': False}, {'measure': 'time', 'value': False, 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/262', 'id': '262', 'resource': 'taxonomy_term', 'name': 'hours'}, 'label': False}]"
https://rothamstedfarm.farmos.net/log/495,2020-06-12 00:00:00,Cultivation: Sub Tillage 9 cm in FOSTERS,FOSTERS,FOSTERS,JD6230;Kuhn Powerharrow 3m,Tillage,0:00:00,,9 cm,Harrowed fallow areas;,"<p>Harrowed fallow areas</p>
","[{'measure': 'length', 'value': '9', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/238', 'id': '238', 'resource': 'taxonomy_term', 'name': 'cm'}, 'label': False}, {'measure': 'time', 'value': False, 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/262', 'id': '262', 'resource': 'taxonomy_term', 'name': 'hours'}, 'label': False}]"
https://rothamstedfarm.farmos.net/log/520,2020-03-18 00:00:00,Topped Amended Side of Inversion Cover Crops ,RRES LSRE Site,RRES LSRE Site,JD5620;Topper 9,Topping,,,,"Topped amended side of plots 4, 9, 15, 20, 28, 31, 42, 48, 53, 54;","<p>Topped amended side of plots 4, 9, 15, 20, 28, 31, 42, 48, 53, 54</p>
",[]
https://rothamstedfarm.farmos.net/log/521,2020-03-23 00:00:00,Cultivation: Ploughed Tillage 15 cm in RRES LSRE Site,RRES LSRE Site,RRES LSRE Site,JD6230;Ransom 3 Furrow Plough,Ploughing,0:00:00,,15 cm,"Plough thrown: E;plots 4, 9, 15, 20, 28;","<p>Plough thrown: E</p>
<p>plots 4, 9, 15, 20, 28</p>
","[{'measure': 'length', 'value': '15', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/238', 'id': '238', 'resource': 'taxonomy_term', 'name': 'cm'}, 'label': False}, {'measure': 'time', 'value': False, 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/262', 'id': '262', 'resource': 'taxonomy_term', 'name': 'hours'}, 'label': False}]"
https://rothamstedfarm.farmos.net/log/522,2020-03-24 00:00:00,Cultivation: Ploughed Tillage 15 cm in RRES LSRE Site,RRES LSRE Site,RRES LSRE Site,JD6230;Ransom 3 Furrow Plough,Ploughing,0:00:00,,15 cm,"Plough thrown: E;plots 31, 42, 48, 53, 54;","<p>Plough thrown: E</p>
<p>plots 31, 42, 48, 53, 54</p>
","[{'measure': 'length', 'value': '15', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/238', 'id': '238', 'resource': 'taxonomy_term', 'name': 'cm'}, 'label': False}, {'measure': 'time', 'value': False, 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/262', 'id': '262', 'resource': 'taxonomy_term', 'name': 'hours'}, 'label': False}]"
https://rothamstedfarm.farmos.net/log/525,2020-06-16 15:58:52,Cut out central paths to make plots approx 3.45m long,MEADOW,2020/R/WW/2029,JD5620;McConnel SE 6 Topper,Topping,,,,,,[]
https://rothamstedfarm.farmos.net/log/526,2020-06-16 16:07:06,Cut out central paths to make plots approx 3.45m long,MEADOW,2020/R/WW/2032,JD5620;McConnel SE 6 Topper,Topping,,,,,,[]
https://rothamstedfarm.farmos.net/log/527,2020-06-16 16:08:13,Cut out central paths to make plots approx 3.45m long,MEADOW,2020/R/WW/2018,JD5620;McConnel SE 6 Topper,Topping,,,,,,[]
https://rothamstedfarm.farmos.net/log/528,2020-06-17 07:10:27,Cut out central paths to make plots approx 3.45m long,OSIER,2020/R/WW/2017,JD5620;McConnel SE 6 Topper,Topping,,,,,,[]
https://rothamstedfarm.farmos.net/log/529,2020-06-17 07:12:02,Cut out central paths to make plots approx 3.45m long,OSIER,2020/R/WW/2045,JD5620;McConnel SE 6 Topper,Topping,,,,,,[]
https://rothamstedfarm.farmos.net/log/534,2020-06-04 00:00:00,Rolled: 2020/R/RAS/2056,FOSTERS O+Es 4,2020/R/RAS/2056,JD5070;Plot Rolls,Rolling,,,,,,[]
https://rothamstedfarm.farmos.net/log/535,2020-06-01 09:06:52,Spot spraying black grass,OSIER,2020/R/WW/2031+2034,Knapsack sprayer,Pesticide Application,,,,Started June 1st and finished on June 2nd;Using Glyphosate (Samurai) at 200ml per 10 litre water and Buffalo Elite at 50ml per 10 litre;,"<p>Started June 1st and finished on June 2nd<br />
Using Glyphosate (Samurai) at 200ml per 10 litre water and Buffalo Elite at 50ml per 10 litre</p>
",[]
https://rothamstedfarm.farmos.net/log/536,2020-06-02 10:41:50,Spot Spraying Black Grass,OSIER,2020/R/WW/2017,Knapsack sprayer,Pesticide Application,,,,Using Glyphosate (Samurai) at 200ml per 10 litre water and Buffalo Elite at 50ml per 10 litre water;,"<p>Using Glyphosate (Samurai) at 200ml per 10 litre water and Buffalo Elite at 50ml per 10 litre water</p>
",[]
https://rothamstedfarm.farmos.net/log/540,2020-06-09 04:00:00,Spot Spraying Black Grass,MEADOW,2020/R/WW/2018,Knapsack sprayer,Pesticide Application,,,,Using Glyphosate (Samurai) at 200ml per 10 litre water and Buffalo Elite at 50ml per 10 litre;,"<p>Using Glyphosate (Samurai) at 200ml per 10 litre water and Buffalo Elite at 50ml per 10 litre</p>
",[]
https://rothamstedfarm.farmos.net/log/541,2020-06-15 03:00:00,Spot Spraying Black Grass,OSIER,2020/R/WW/2042,Knapsack sprayer,Pesticide Application,,,,Using Glyphosate (Samurai) at 200ml per 10 litre water and Buffalo Elite at 50ml per 10 litre;,"<p>Using Glyphosate (Samurai) at 200ml per 10 litre water and Buffalo Elite at 50ml per 10 litre</p>
",[]
https://rothamstedfarm.farmos.net/log/542,2020-06-09 00:00:00,Spot spraying black grass,MEADOW,2020/R/WW/2018,Knapsack sprayer,Pesticide Application,,,,"Started on the 9th June, but could not complete till on the 15th June;Using Glyphosate (Samurai) at 200ml per 10 litre water and Buffalo Elite at 50ml per 10 litre;","<p>Started on the 9th June, but could not complete till on the 15th June<br />
Using Glyphosate (Samurai) at 200ml per 10 litre water and Buffalo Elite at 50ml per 10 litre</p>
",[]
https://rothamstedfarm.farmos.net/log/544,2020-06-15 00:00:00,Spot spraying black grass,MEADOW,2020/R/WW/2016,Knapsack sprayer,Pesticide Application,,,,Using Glyphosate (Samurai) at 200ml per 10 litre water and Buffalo Elite at 50ml per 10 litre;,"<p>Using Glyphosate (Samurai) at 200ml per 10 litre water and Buffalo Elite at 50ml per 10 litre</p>
",[]
https://rothamstedfarm.farmos.net/log/554,2020-06-05 00:00:00,Irigation,FOSTERS O+Es 4,2020/R/RAS/2056,JD6230;Slurry Tanker,Irrigation,,,H20 Applied: 10 mm,,,"[{'measure': 'length', 'value': '10', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/373', 'id': '373', 'resource': 'taxonomy_term', 'name': 'mm'}, 'label': 'H20 Applied'}]"
https://rothamstedfarm.farmos.net/log/582,2020-06-04 00:00:00,Path cutting: PARKGRASS ,PARKGRASS,PARKGRASS,ISTH4335;Kilworth Topper,Topping,,,,,,[]
https://rothamstedfarm.farmos.net/log/583,2020-06-15 00:00:00,Rolled,RRES LSRE Site,RRES LSRE Site,6m Flexicoil Cambridge Roll;JD6230,Rolling,,,,"Plots 20, 46, 53;","<p>Plots 20, 46, 53</p>
",[]
https://rothamstedfarm.farmos.net/log/587,2020-06-16 00:00:00,Irigation,FOSTERS O+Es 4,2020/R/RAS/2056,JD6230;Slurry Tanker,Irrigation,,,H20 Applied: 10 mm,,,"[{'measure': 'length', 'value': '10', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/373', 'id': '373', 'resource': 'taxonomy_term', 'name': 'mm'}, 'label': 'H20 Applied'}]"
https://rothamstedfarm.farmos.net/log/588,2020-06-16 00:00:00,Irigation,PASTURES,2020/R/CM/2053,JD6230;Briggs Boom;Perrot Reel,Irrigation,,,H20 Applied: 12 mm,,,"[{'measure': 'length', 'value': '12', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/373', 'id': '373', 'resource': 'taxonomy_term', 'name': 'mm'}, 'label': 'H20 Applied'}]"
https://rothamstedfarm.farmos.net/log/609,2020-05-28 00:00:00,Cultivation: Minimum Tillage 5 cm in OSIER,OSIER,2020/R/WS/2052,JD6145R;Kuhn Powerharrow 3m,Minimum-tillage;Power Harrow,0:30:00,,5 cm,Direction of work (driven): N;Power harrowed area for WS/2052 only. Area sprayed off ahead of power harrowing. Experiment was hand planted the next day by experiment sponsor.;,"<p>Direction of work (driven): N</p>
<p>Power harrowed area for WS/2052 only. Area sprayed off ahead of power harrowing. Experiment was hand planted the next day by experiment sponsor.</p>
","[{'measure': 'length', 'value': '5', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/238', 'id': '238', 'resource': 'taxonomy_term', 'name': 'cm'}, 'label': False}, {'measure': 'time', 'value': '0.5', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/262', 'id': '262', 'resource': 'taxonomy_term', 'name': 'hours'}, 'label': False}]"
https://rothamstedfarm.farmos.net/log/655,2020-06-24 00:00:00,Cultivation: Minimum Tillage 5 cm in PASTURES,PASTURES,PASTURES,JD6145R;Kuhn Powerharrow 3m,Power Harrow,1:00:00,,5 cm,Power harrowed the fallow area surrounding the GM experiment CM/2053. Did not go onto GM area. Cleaned down power harrow on the fallow area before leaving the field.;,"<p>Power harrowed the fallow area surrounding the GM experiment CM/2053. Did not go onto GM area. Cleaned down power harrow on the fallow area before leaving the field.</p>
","[{'measure': 'length', 'value': '5', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/238', 'id': '238', 'resource': 'taxonomy_term', 'name': 'cm'}, 'label': False}, {'measure': 'time', 'value': '1', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/262', 'id': '262', 'resource': 'taxonomy_term', 'name': 'hours'}, 'label': False}]"
https://rothamstedfarm.farmos.net/log/726,2020-06-23 00:00:00,Mowed,PARKGRASS,PARKGRASS;2020/R/PG/5,JD6830;Kuhn FC 300 RG,Mowing,,,,,,[]
https://rothamstedfarm.farmos.net/log/727,2020-06-24 00:00:00,Irigation,FURZEFIELD,FURZEFIELD,Briggs Boom;Perrot Reel,Irrigation,,,H20 Applied: 18 mm,,,"[{'measure': 'length', 'value': '18', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/373', 'id': '373', 'resource': 'taxonomy_term', 'name': 'mm'}, 'label': 'H20 Applied'}]"
https://rothamstedfarm.farmos.net/log/728,2020-06-24 00:00:00,Irigation,PASTURES,2020/R/CM/2053,Briggs Boom;Perrot Reel,Irrigation,,,H20 Applied: 12 mm,,,"[{'measure': 'length', 'value': '12', 'unit': {'uri': 'https://rothamstedfarm.farmos.net/taxonomy_term/373', 'id': '373', 'resource': 'taxonomy_term', 'name': 'mm'}, 'label': 'H20 Applied'}]"
https://rothamstedfarm.farmos.net/log/744,2020-06-25 00:00:00,Row up,PARKGRASS,PARKGRASS;2020/R/PG/5,MF3070;PZ Hay Rake,Rowing up,,,,,,[]
https://rothamstedfarm.farmos.net/log/770,2020-06-23 00:00:00,Turning Over Cut Grass,PARKGRASS,PARKGRASS;2020/R/PG/5,JD5070;Tedder,Turning,,,,,,[]
https://rothamstedfarm.farmos.net/log/780,2020-06-30 00:00:00,Row up grass,GEESCROFT,2020/R/CS/767;2020/R/RN/1 Clover Ley;2020/R/RN/1 Grass,MF3070;PZ Hay Rake,Rowing up,,,,Grass plots rowed up;,"<p>Grass plots rowed up</p>
",[]
https://rothamstedfarm.farmos.net/log/781,2020-06-30 00:00:00,Row up grass,FOSTERS LEY ARABLES,2020/R/RN/2 Clover Ley;2020/R/RN/2 Grass,MF3070;PZ Hay Rake,Rowing up,,,,Grass plots rowed up;,"<p>Grass plots rowed up</p>
",[]
https://rothamstedfarm.farmos.net/log/782,2020-06-26 00:00:00,Baling ,PARKGRASS,PARKGRASS;2020/R/PG/5,,Baling,,,,Baled by contractor;,"<p>Baled by contractor</p>
",[]
https://rothamstedfarm.farmos.net/log/783,2020-06-30 00:00:00,Baling Grass,GEESCROFT,2020/R/CS/767;2020/R/RN/1 Clover Ley;2020/R/RN/1 Grass,JD6230;Claas Baler,Baling,,,,,,[]
https://rothamstedfarm.farmos.net/log/784,2020-06-30 00:00:00,Baling Grass,FOSTERS LEY ARABLES,2020/R/RN/2 Clover Ley;2020/R/RN/2 Grass,JD6230;Claas Baler,Baling,,,,,,[]
